Event	ID	Name			Wwise Object Path	Notes
	170095377	PlayerSlide			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\OLD\PlayerSlide	
	180748471	flyer_big_charge_up			\Simons\sfx\enemies\flyer_big\flyer_big_charge_up	
	181386748	PlayerSlideConcrete_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Concrete\PlayerSlideConcrete_3rd	
	199616043	SirenChargeUp			\Simons\sfx\enemies_henriks\Siren\SirenChargeUp	
	210981255	mwp_teleport_alt			\Simons\sfx\gui\mwp_teleport_alt	
	213852380	mwp_teleport_to_inner			\Simons\sfx\gui\mwp_teleport_to_inner	
	215824567	PlayerRunP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\OLD_P2\PlayerRunP2	
	219850448	datacenter_submarker_table_240x120x120_v02			\Simons\sfx\emitters\datacenter_submarker_table_240x120x120_v02	
	221560570	vent_stereo_loop_01			\Simons\sfx\emitters\vent_stereo_loop_01	
	225404576	striker_die			\Simons\sfx\enemies\striker\striker_die	
	229013816	melee_spear_charge_alt			\Simons\sfx\melee\spear\melee_spear_charge_alt	
	231201012	mwp_teleport_to_minig			\Simons\sfx\gui\mwp_teleport_to_minig	
	237978693	MeleeTentacleAttackSwing			\Simons\sfx\enemies_henriks\Melee\MeleeTentacleAttackSwing	
	239352863	melee_knife_swish_regular			\Simons\sfx\melee\knife\melee_knife_swish_regular	
	240321976	log0140_part_1			\Simons\sfx\log_recs\R3\log0140_part_1	
	240321979	log0140_part_2			\Simons\sfx\log_recs\R3\log0140_part_2	
	242958158	flyer_die			\Simons\sfx\enemies\flyer\flyer_die	
	243350221	water_treatment_tank_lp			\Simons\sfx\emitters\water_treatment_tank_lp	
	244030073	foley_use_med_pack_loop_start			\Simons\sfx\pickups\foley_use_med_pack_loop_start	
	244207086	melee_hit_dirt_regular			\Simons\sfx\melee\melee_hit_dirt_regular	
	245418493	rundown_threat_icon_3_clear			\Simons\sfx\main_menu\rundown_threat_icon_3_clear	
	253259323	PlayerRunRubber_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Rubber\PlayerRunRubber_3rd	
	255815502	scout_detect_scream_charge			\Simons\sfx\enemies\scout\scout_detect_scream_charge	
	259548989	smg_reload_1_mag_out_3rd			\Simons\sfx\weapons\reload_3rd\smg_reload_1_mag_out_3rd	
	260492263	melee_bat_hit_flesh_regular			\Simons\sfx\melee\bat\melee_bat_hit_flesh_regular	
	261527716	ScannerScanLoop			\Simons\sfx\enemies_henriks\Scanner\ScannerScanLoop	
	263652852	melee_hit_blunt_regular			\Simons\sfx\melee\melee_hit_blunt_regular	
	269642027	PlayerLandSand_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Sand\PlayerLandSand_3rd	
	272427928	ImplantDeceleratorTrigger			\Simons\sfx\Player_HENRIKS\Implants\ImplantDeceleratorTrigger	
	275476539	tmp_reset_contdown			\Simons\sfx\gui\tmp_reset_contdown	
	277550695	flyer_spawn_wave			\Simons\sfx\enemies\flyer\flyer_spawn_wave	
	280277832	PlayerNearDeathLoop			\Simons\sfx\Player_HENRIKS\Hurt\PlayerNearDeathLoop	
	287061465	artifact_emitter_loop			\Simons\sfx\emitters\artifact_emitter_loop	
	287861134	PlayerLandConcreteP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\ConcreteP2\PlayerLandConcreteP2	
	288749293	melee_bat_hit_stone_hard			\Simons\sfx\melee\bat\melee_bat_hit_stone_hard	
	291099940	menu_start_expedition_button_hold			\Simons\sfx\main_menu\menu_start_expedition_button_hold	
	296307750	smg_reload_3_foley_3rd			\Simons\sfx\weapons\reload_3rd\smg_reload_3_foley_3rd	
	297357053	ImplantSmallPersonalShieldLoopEnd			\Simons\sfx\Player_HENRIKS\Implants\ImplantSmallPersonalShieldLoopEnd	
	299850749	ParasiteCrawlFast			\Simons\sfx\enemies_henriks\Parasite\ParasiteCrawlFast	
	300424552	PlayerRunGravel			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Gravel\PlayerRunGravel	
	305438830	MeleeTentacleSwayingEnd			\Simons\sfx\enemies_henriks\Melee\MeleeTentacleSwayingEnd	
	309901496	ChildrenNearLoop			\Simons\sfx\enemies_henriks\Children\ChildrenNearLoop	
	313576668	immortal_growl			\Simons\sfx\enemies\immortal\immortal_growl	
	316375925	flyer_big_mouth_open			\Simons\sfx\enemies\flyer_big\flyer_big_mouth_open	
	320939638	ping_placed_specific			\Simons\sfx\gui\ping_placed_specific	
	321731480	melee_bat_hit_blunt_regular			\Simons\sfx\melee\bat\melee_bat_hit_blunt_regular	
	322103372	melee_spear_hit_flesh_hard			\Simons\sfx\melee\spear\melee_spear_hit_flesh_hard	
	322286343	PlayerSneakConcrete			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Concrete\PlayerSneakConcrete	
	324685788	PlayerSneakRubber_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Rubber\PlayerSneakRubber_3rd	
	326704808	datacenter_submarker_240x240x400_v01			\Simons\sfx\emitters\datacenter_submarker_240x240x400_v01	
	327674323	game_menu_pop_up_show			\Simons\sfx\game_menu\game_menu_pop_up_show	
	327950447	big_permutation_footstep_run			\Simons\sfx\enemies\big_enemy_permutations\big_permutation_footstep_run	
	327950654	shotgun_reload_1_shell_in			\Simons\sfx\weapons\reload_1st\shotgun_reload_1_shell_in	
	331334693	birther_boss_voice_hibernate_wakeup			\Simons\sfx\enemies\birther_boss\birther_boss_voice_hibernate_wakeup	
	333945163	bulkhead_entrance_threat_extreme_loop			\Simons\sfx\text-to-speech_voice\bulkhead_entrance_threat_extreme_loop	
	334153491	birther_boss_combat_long			\Simons\sfx\enemies\birther_boss\birther_boss_combat_long	
	344040822	ImplantCloakTrigger			\Simons\sfx\Player_HENRIKS\Implants\ImplantCloakTrigger	
	351743855	reactor_power_level_1_to_2_transition			\Simons\sfx\reactor\reactor_power_level_1_to_2_transition	
	352123317	shadow_voice_scream_big			\Simons\sfx\enemies\shadow\shadow_voice_scream_big	
	355178990	reactor_power_down			\Simons\sfx\reactor\old\reactor_power_down	
	356587529	minimap_exit			\Simons\sfx\gui\minimap_exit	
	357317039	reactor_power_level_2_to_3_transition			\Simons\sfx\reactor\reactor_power_level_2_to_3_transition	
	359098857	mwp_insert			\Simons\sfx\special_props\jump_gate\mwp_insert	
	360006596	MeleeTentacleAttackSwingEnd			\Simons\sfx\enemies_henriks\Melee\MeleeTentacleAttackSwingEnd	
	366025145	floater_loop			\Simons\sfx\enemies\floater\floater_loop	
	366896737	log_SC3_3BF_03			\Simons\sfx\log_recs\R6\log_SC3_3BF_03	
	371040436	PlayerJumpSand_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Sand\PlayerJumpSand_3rd	
	376358059	terminal_printout_loop_stop			\Simons\sfx\terminal\terminal_printout_loop_stop	
	376939216	pouncer_held_idle			\Simons\sfx\enemies\pouncer\pouncer_held_idle	
	377433558	PlayerSlideDirt			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Dirt\PlayerSlideDirt	
	378406291	tts_please_step_into_the_bioscan			\Simons\sfx\text-to-speech_voice\tts_please_step_into_the_bioscan	
	380255613	Play_08_C2A_631127_04_V_AM_1			\Simons\sfx\log_recs\R8\Play_08_C2A_631127_04_V_AM_1	
	380255614	Play_08_C2A_631127_04_V_AM_2			\Simons\sfx\log_recs\R8\Play_08_C2A_631127_04_V_AM_2	
	380255615	Play_08_C2A_631127_04_V_AM_3			\Simons\sfx\log_recs\R8\Play_08_C2A_631127_04_V_AM_3	
	382234839	gluegun_blob_merge			\Simons\sfx\glue_gun\gluegun_blob_merge	
	382493839	PlayerWalkSheetMetal_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\SheetMetal\PlayerWalkSheetMetal_3rd	
	382956389	menu_rundown_spine_stop			\Simons\sfx\main_menu\menu_rundown_spine_stop	
	383090530	Play_08_D2b_631128_08_v_AM			\Simons\sfx\log_recs\R8\Play_08_D2b_631128_08_v_AM	
	390205814	carbine_reload_2_mag_in_3rd			\Simons\sfx\weapons\reload_3rd\carbine_reload_2_mag_in_3rd	
	390663189	SirenDeathScream			\Simons\sfx\enemies_henriks\Siren\SirenDeathScream	
	391218708	PlayerRunConcrete			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Concrete\PlayerRunConcrete	
	398270653	PlayerLandMud			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Mud\PlayerLandMud	
	404614804	Play_vogen_message_sent_tts_dry			\Simons\sfx\log_recs\R8\Play_vogen_message_sent_tts_dry	
	405642835	birther_hurt_large			\Simons\sfx\enemies\birther\birther_hurt_large	
	409472194	SnatcherCalmGrunt			\Simons\sfx\enemies_henriks\Snatcher\SnatcherCalmGrunt	
	413769461	revolver_close			\Simons\sfx\weapons\reload_1st\revolver_close	
	414463306	elevator_sudden_stop			\Simons\sfx\elevator\elevator_sudden_stop	
	418569219	menu_matchmaking_menu_appear			\Simons\sfx\main_menu\menu_matchmaking_menu_appear	
	418804037	bishop_voice_log_2			\Simons\sfx\log_recs\R5-5\bishop_voice_log_2	
	418804038	bishop_voice_log_1			\Simons\sfx\log_recs\R5\bishop_voice_log_1	
	419100385	gluegun_blob_hit_enemy			\Simons\sfx\glue_gun\gluegun_blob_hit_enemy	
	430792103	smg_reload_2_mag_in_3rd			\Simons\sfx\weapons\reload_3rd\smg_reload_2_mag_in_3rd	
	431483632	ShooterWakeUp			\Simons\sfx\enemies_henriks\Shooter\ShooterWakeUp	
	431813107	keyboard_press_regular			\Simons\sfx\terminal\keyboard_press_regular	
	432495362	BirtherInvestigate			\Simons\sfx\enemies\birther\BirtherInvestigate	
	438728584	game_menu_cancel			\Simons\sfx\game_menu\game_menu_cancel	
	441064718	biotracker_tag			\Simons\sfx\biotracker\biotracker_tag	
	442572259	striker_big_tentacle_retract			\Simons\sfx\enemies\striker_big\striker_big_tentacle_retract	
	442853031	EnemyVoiceStab			\Simons\sfx\enemies_henriks\_OLD\EnemyGenericVoice\EnemyVoiceStab	
	443010049	infection_spitter_foamed			\Simons\sfx\enemies\spitter\infection_spitter_foamed	
	451014820	hacking_puzzle_select			\Simons\sfx\hacking_puzzle\hacking_puzzle_select	
	461307786	carbine_reload_1_mag_out_3rd			\Simons\sfx\weapons\reload_3rd\carbine_reload_1_mag_out_3rd	
	463916619	battery_station_powerdown			\Simons\sfx\battery_station\battery_station_powerdown	
	466245954	tts_checkpoint_reached			\Simons\sfx\text-to-speech_voice\tts_checkpoint_reached	
	469352613	r8_objective_glitch			\Simons\sfx\r8\r8_objective_glitch	
	470320697	MeleeIdleVoice			\Simons\sfx\enemies_henriks\Melee\MeleeIdleVoice	
	481013683	foley_use_tool_refill_pack_cancel			\Simons\sfx\pickups\foley_use_tool_refill_pack_cancel	
	482109888	melee_bat_swish_heavy			\Simons\sfx\melee\bat\melee_bat_swish_heavy	
	483235199	infection_spitter_out			\Simons\sfx\enemies\spitter\infection_spitter_out	
	483974064	game_menu_pop_up_hide			\Simons\sfx\game_menu\game_menu_pop_up_hide	
	490002787	EnemyStab			\Simons\sfx\enemies_henriks\_OLD\GenericOLD\EnemyStab	
	493397974	scout_death_scream			\Simons\sfx\enemies\scout\scout_death_scream	
	495103885	hsu_shutters_close			\Simons\sfx\special_props\hsu_woomb\hsu_shutters_close	
	495658691	smg_reload_3_grab_mag_3rd			\Simons\sfx\weapons\reload_3rd\smg_reload_3_grab_mag_3rd	
	495957738	r8_reactor_alarm_loop_stop			\Simons\sfx\r8\r8_reactor_alarm_loop_stop	
	502939231	menu_surface_level_move_up			\Simons\sfx\main_menu\menu_surface_level_move_up	
	504935021	melee_spear_hit_metal_hard			\Simons\sfx\melee\spear\melee_spear_hit_metal_hard	
	507879784	Play_vogen_message_sent_tts_wet_near			\Simons\sfx\log_recs\R8\Play_vogen_message_sent_tts_wet_near	
	513789857	pistol_reload_1_mag_out			\Simons\sfx\weapons\reload_1st\pistol_reload_1_mag_out	
	521334375	birther_boss_deathscream			\Simons\sfx\enemies\birther_boss\birther_boss_deathscream	
	521524960	Play_08_560317_01_V			\Simons\sfx\log_recs\R8\Play_08_560317_01_V	
	524602542	EnemyHeartbeatLoopEnd			\Simons\sfx\enemies_henriks\Generic\TEMP\EnemyHeartbeatLoopEnd	
	530125293	tank_combat_long			\Simons\sfx\enemies\tank\tank_combat_long	
	532072363	main_menu_enter			\Simons\sfx\game_menu\obsolete\main_menu_enter	
	532152857	Play_08_C2A_631127_04_V_AM			\Simons\sfx\log_recs\R8\Play_08_C2A_631127_04_V_AM	
	532777350	log_4RF3C_K2			\Simons\sfx\log_recs\R6\log_4RF3C_K2	
	532863744	Play_08_A1B_631124_06_V_AM			\Simons\sfx\log_recs\R8\Play_08_A1B_631124_06_V_AM	
	533260530	Play_08_A1A_631124_07_V_AM			\Simons\sfx\log_recs\R8\Play_08_A1A_631124_07_V_AM	
	533927877	r8_portal_in_imp			\Simons\sfx\special_props\R8\r8_portal_in_imp	
	534619241	terminal_ping_marker_sfx			\Simons\sfx\gui\terminal_ping_marker_sfx	
	537356063	melee_bat_shove_hit			\Simons\sfx\melee\bat\melee_bat_shove_hit	
	542242710	security_door_open_horde			\Simons\sfx\doors\security_door_open_horde	
	543670709	PlayerJumpWood			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Wood\PlayerJumpWood	
	544869864	vent_sml_lp			\Simons\sfx\emitters\vent_sml_lp	
	549555057	log_4RF3C_J6			\Simons\sfx\log_recs\R6\log_4RF3C_J6	
	551048017	deployer_beep_target_lost			\Simons\sfx\gui\deployer_beep_target_lost	
	552754348	jordy_session_01			\Simons\sfx\log_recs\R4\jordy_session_01	
	557423766	ParasiteNearLoop			\Simons\sfx\enemies_henriks\Parasite\ParasiteNearLoop	
	557548891	warden_elevator_returned_no_deaths			\Simons\sfx\elevator\obsolete\warden_elevator_returned_no_deaths	
	560124168	alarm_ambient_stop			\Simons\sfx\alarm\alarm_ambient_stop	
	561864415	Play_08_B2A_631125_05_V_AM			\Simons\sfx\log_recs\R8\Play_08_B2A_631125_05_V_AM	
	568780020	SirenScreamLoopEnd			\Simons\sfx\enemies_henriks\Siren\SirenScreamLoopEnd	
	572284134	foley_use_ammo_pack_finished			\Simons\sfx\pickups\foley_use_ammo_pack_finished	
	576552582	pouncer_spawn_narrtaive			\Simons\sfx\enemies\pouncer\pouncer_spawn_narrtaive	
	577391701	bioscan_enter			\Simons\sfx\bioscan\bioscan_enter	
	582356712	r8_battle_dream_on_main			\Simons\sfx\special_props\R8\r8_battle_dream_on_main	
	594174181	bullrusher_footstep_jump			\Simons\sfx\enemies\bullrusher\bullrusher_footstep_jump	
	598010485	datacenter_corridor_wall_servers_600x400_v11			\Simons\sfx\emitters\datacenter_corridor_wall_servers_600x400_v11	
	600057560	infection_spitter_in			\Simons\sfx\enemies\spitter\infection_spitter_in	
	605003004	PlayerSlideGravel			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Gravel\PlayerSlideGravel	
	607131397	decon_unit_detach			\Simons\sfx\decontamination_unit\decon_unit_detach	
	612007624	menu_loadout_gear_select			\Simons\sfx\main_menu\menu_loadout_gear_select	
	614788070	datacenter_corridor_wall_servers_600x400_v01			\Simons\sfx\emitters\datacenter_corridor_wall_servers_600x400_v01	
	617548405	bullrusher_voice_combat			\Simons\sfx\enemies\bullrusher\bullrusher_voice_combat	
	617622141	Stop_alarm_event_big			\Simons\sfx\alarm\Stop_alarm_event_big	
	620074523	melee_hit_flesh_regular			\Simons\sfx\melee\melee_hit_flesh_regular	
	625144402	SnatcherDeathScream			\Simons\sfx\enemies_henriks\Snatcher\SnatcherDeathScream	
	628122602	hsu_inserted			\Simons\sfx\special_props\hsu_woomb\hsu_inserted	
	628300374	hud_storage_box_locked_prompt			\Simons\sfx\gui\hud_storage_box_locked_prompt	
	632825462	terminal_voice_message_beep_loop			\Simons\sfx\log_recs\terminal_voice_message_beep_loop	
	637231409	Play_wave_distant_roar_r8e1			\Simons\sfx\r8\Play_wave_distant_roar_r8e1	
	637303252	terminal_input_3rd_person			\Simons\sfx\terminal\terminal_input_3rd_person	
	638781078	melee_spear_hit_blunt_regular			\Simons\sfx\melee\spear\melee_spear_hit_blunt_regular	
	641383598	BirtherHurt			\Simons\sfx\enemies\birther\BirtherHurt	
	641969985	ShooterWalkConcrete			\Simons\sfx\enemies_henriks\Shooter\ShooterWalkConcrete	
	642489239	melee_bat_hit_glued_weak_door			\Simons\sfx\melee\bat\melee_bat_hit_glued_weak_door	
	645530038	game_menu_confirm			\Simons\sfx\game_menu\game_menu_confirm	
	650637207	PlayerSlideSheetMetal			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\SheetMetal\PlayerSlideSheetMetal	
	654062278	prop_machine_electric_transformer_001			\Simons\sfx\emitters\prop_machine_electric_transformer_001	
	656657414	cannon_reload_foley_move_3rd			\Simons\sfx\weapons\reload_3rd\cannon_reload_foley_move_3rd	
	658629046	EnemyRun			\Simons\sfx\enemies_henriks\Generic\EnemyRun	
	660107213	audio_settings_audition_sfx_loop_start			\Simons\sfx\main_menu\audio_settings_audition_sfx_loop_start	
	663623729	ImplantDeathBallLoop			\Simons\sfx\Player_HENRIKS\Implants\ImplantDeathBallLoop	
	664927744	PlayerSneakRubber			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer1\Rubber\PlayerSneakRubber	
	668146013	Play_06ALT_570613_01_v_Mr_Truth			\Simons\sfx\log_recs\R6_Alt\Play_06ALT_570613_01_v_Mr_Truth	
	670931830	sentrygun_activated			\Simons\sfx\sentrygun\sentrygun_activated	
	673406787	carbine_reload_5_chamber_bullet			\Simons\sfx\weapons\reload_1st\carbine_reload_5_chamber_bullet	
	674660111	PlayerStandUpP2			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer2_OBSOLETE\PlayerStandUpP2	
	676801566	visor_splatter_infection			\Simons\sfx\player\visor\visor_splatter_infection	
	678819329	ping_placed_generic			\Simons\sfx\gui\ping_placed_generic	
	679088320	shotgun_reload_cock_back			\Simons\sfx\weapons\reload_1st\shotgun_reload_cock_back	
	679244235	datacenter_corridor_wall_200x400_v01			\Simons\sfx\emitters\datacenter_corridor_wall_200x400_v01	
	682816865	desert_boss_mouth_charge			\Simons\sfx\enemies\desert_boss\desert_boss_mouth_charge	
	691650952	ImplantReadySmall			\Simons\sfx\Player_HENRIKS\Implants\ImplantReadySmall	
	693818484	melee_knife_hit_stone_regular			\Simons\sfx\melee\knife\melee_knife_hit_stone_regular	
	696950798	ImmortalIdleGrunt			\Simons\sfx\enemies\big_enemy_permutations\ImmortalIdleGrunt	
	703378764	gluegun_chargeup			\Simons\sfx\glue_gun\gluegun_chargeup	
	704948356	StickyMineExplode			\Simons\sfx\StickyMine\StickyMineExplode	
	705029251	generic_reload_foley_quick_soft			\Simons\sfx\weapons\reload_1st\generic_reload_foley_quick_soft	
	707899397	melee_bat_hit_foam_hard			\Simons\sfx\melee\bat\melee_bat_hit_foam_hard	
	709712118	hacking_puzzle_correct			\Simons\sfx\hacking_puzzle\hacking_puzzle_correct	
	730008257	pack_discard			\Simons\sfx\pickups\pack_discard	
	736095271	PlayerJumpGravel_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Gravel\PlayerJumpGravel_3rd	
	736168887	battery_carry_item_loop			\Simons\sfx\battery_station\battery_carry_item_loop	
	736704011	scout_detect_scream			\Simons\sfx\enemies\scout\scout_detect_scream	
	739345305	ImmortalHurt			\Simons\sfx\enemies\big_enemy_permutations\ImmortalHurt	
	743681854	menu_ready_press_and_hold			\Simons\sfx\main_menu\menu_ready_press_and_hold	
	745543809	Play_05ALT_630516_03_v_Schaeffer			\Simons\sfx\log_recs\R5_Alt\Play_05ALT_630516_03_v_Schaeffer	
	746759770	melee_charge_cancel_warning			\Simons\sfx\gui\melee_charge_cancel_warning	
	748973542	flyer_big_scream			\Simons\sfx\enemies\flyer_big\flyer_big_scream	
	755451385	desert_boss_death			\Simons\sfx\enemies\desert_boss\desert_boss_death	
	762171367	cannon_reload_mag_out_3rd			\Simons\sfx\weapons\reload_3rd\cannon_reload_mag_out_3rd	
	766369998	ShooterDetect			\Simons\sfx\enemies_henriks\Shooter\ShooterDetect	
	768503094	melee_hit_flesh_hard			\Simons\sfx\melee\melee_hit_flesh_hard	
	773248706	pouncer_wake_up			\Simons\sfx\enemies\pouncer\pouncer_wake_up	
	778250891	Play_08_D1B_631128_14_V_AM_TTS_2D			\Simons\sfx\log_recs\R8\Play_08_D1B_631128_14_V_AM_TTS_2D	
	778541630	birther_boss_hurt_long			\Simons\sfx\enemies\birther_boss\birther_boss_hurt_long	
	784859939	PlayerWalkSand_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Sand\PlayerWalkSand_3rd	
	790035224	PlayerSlideGravel_3rd			\Simons\sfx\Player_HENRIKS\MovementFoleyPlayer_3rd\Gravel\PlayerSlideGravel_3rd	
	793088943	pistol_reload_3_grab_mag_3rd			\Simons\sfx\weapons\reload_3rd\pistol_reload_3_grab_mag_3rd	
	795173517	terminal_execute_positive			\Simons\sfx\terminal\terminal_execute_positive	
